company,ticker,exchange,date,analyst_name,question,label
The Bank of New York Mellon Corporation,BK,NYSE,2024-07-12,Gerard Cassidy,"Very good. And then just as a follow-up, Robin, you talked about the new business wins in the quarter, and you talked about ONE BNY as well. It appears that you're having success in chipping down or breaking down some of the silos that many organizations always struggle with. Can you share with us some of the tools you're using to break those silos? And how -- I would assume you're not 100% complete breaking them all down, but how far along are you in actually breaking them down?",Alarmed
Wells Fargo & Company,WFC,NYSE,2024-07-12,Erika Najarian,"Hi. Good morning. First, I just want to put context to this question, because I didn't want to ask it just in isolation because it seems ticky-tacky, but it's not. So the stock is down 7.5%, and if I just take consensus to the higher end of your NII range to 9%, that would imply that consensus would adjust 3.5% in isolation. So this is just a context of why I'm asking this question on expenses. So your expenses went up in terms of from your original guide, $1.4 billion. I guess and you laid out those three bullets and you quantified FDIC special assessment. I guess, I'm just wondering, if you could give us a little bit more detail on how much more of the remediation expenses and op losses were up versus your original expectation because I think what the market wants to understand is, PP - you know, NII, okay, we get it, that's happening because of deposit repricing. But is core - you know, are the - is core PPNR outside of that in turn going up, right? Just sort of want to have that assurance in terms of is the EPS going to be down as much coming out of this as the market is indicating.",Alarmed
Wells Fargo & Company,WFC,NYSE,2024-07-12,Erika Najarian,"Got it. Okay, that makes sense. And just maybe some comments on how you're thinking about credit quality from here. It looks like you continue to release reserves in the second quarter. Is this a message that you feel like you've captured most of the CRE-related issues, of course, absent of a further deterioration in the economy, and how should we think about the trajectory of the reserves from here relative to your charge-offs?",Alarmed
Wells Fargo & Company,WFC,NYSE,2024-07-12,Matt O'Connor,"Okay. And then just a separate topic here. I mean, the credit card growth has been very good. You highlighted rolling out some new products. And the question as always, when you - anybody growth kind of so much in a certain category, you mentioned not growing too quickly, the loss rates have gone up maybe a little more than some peers, not as much as some others, obviously in line with what you were targeting. There was that negative Wall Street Journal article on one of your cards. So just kind of taken together, what kind of checks and balances you have to make sure that a somewhat new initiative for you that you're growing at the right pace? Thank you.",Alarmed
Wells Fargo & Company,WFC,NYSE,2024-07-12,Matt O'Connor,"Okay, that's helpful. And obviously, you talked about card losses going down in 3Q, so that's consistent with everything that you said as well. So thank you for the color.",Alarmed
Telefonaktiebolaget LM Ericsson (publ),ERIC,NASDAQ,2024-07-12,Felix Henriksson,"Hi. Thanks for taking my question. I wanted to touch on the game plan for Vonage and the global communications platform. You now have the write-down under your belt, organic growth being negative and the business is loss making. So just wanted to hear your thoughts about the timeline. So, when do you have to achieve profitable growth in this business area to be somewhat satisfied with the acquisition here?",Alarmed
Telefonaktiebolaget LM Ericsson (publ),ERIC,NASDAQ,2024-07-12,Richard Kramer,"Thanks very much. Borje, I want to go back to Vonage, and given the further write-downs, which are now over SEK4 billion, I want to ask you, who's ultimately accountable for this level of value destruction and sort of what conclusions should investors draw that the management has learned lessons from this level of losses, which, I mean, it's really the largest we've seen since shortly after you arrived in 2017. And maybe alongside that with Lars, do you need to adjust your EBITA targets, given that they had been changed from EBIT to EBITA to include the larger amortization post-Vonage, and now you'll obviously have much lower amortization? Thanks.",Alarmed
Fastenal Company,FAST,NASDAQ,2024-07-12,Ryan Merkel,"Hey, guys. Thanks for taking the questions. I just have one as well, and it's on the macro. So can you just level set us on the macro, is it fair that the industrial economy has just slowed sort of slightly versus 1Q or is it more pronounced? That's the first part of the question. And then I'm hearing that it could stay a little weak until after the election. I know that's crystal ball stuff, but what do you think about that?",Alarmed
JPMorgan Chase & Co.,JPM,NYSE,2024-07-12,Steven Chubak,"No need to apologize, Jeremy. That was a really helpful perspective. Maybe just for my follow-up on NII. You've been very consistent just in flagging the risk related to NII over earning, especially in light of potential deposit attrition, as well as repricing headwinds. In the second quarter, we did see at least some moderation in repricing pressures. Deposit balances were also more resilient in what's a seasonally weak quarter for deposit growth. So just given the evidence that some deposit pressures appear to be abating. Do you see the potential for NII normalizing higher? And where do you think that level could ultimately be in terms of stabilization?",Alarmed
JPMorgan Chase & Co.,JPM,NYSE,2024-07-12,Ken Usdin,"Thanks a lot. Good morning Jeremy. Jeremy, great to see the progress on investment banking fees, up sequentially and 50% year-over-year. And I saw you on the tape earlier just talking about still regulatory concerns a little bit in the advisory space. And we clearly didn't see the debt pull-forward play through, because DCM was great again. I'm just wondering just where you feel the environment is relative to the potential. And just where the dialogue is across the three main bucket areas in terms of like how does this feel in terms of current environment versus a potential environment that we could still see ahead? Thanks.",Alarmed
JPMorgan Chase & Co.,JPM,NYSE,2024-07-12,Ken Usdin,"Great. Thank you for all that Jeremy. And just one on the consumer side. Just anything you're noticing in terms of people who just have been waiting for this delinquency stabilization on the credit card side. Obviously, your loss rates are coming in as you expected, and we did see 30 days pretty flat and 90 days come down a little bit. Any -- is that seasonal? Is it just a good rate of change trend? Any thoughts there? Thanks.",Alarmed
JPMorgan Chase & Co.,JPM,NYSE,2024-07-12,Jim Mitchell,"Hi, good morning. Maybe just one last question on sort of deploying excess capital. It seems like the two primary ways to do that organically would be through the trading book or the loan book. So maybe two questions there. One, trading assets were up 20% year-over-year. Is that you leaning into it or just a function of demand? And is there further opportunities to grow that? And then secondly outside of Cards, loan demand has been quite weak. And any thoughts from you on if you're seeing any change in demand or how you're thinking about loan demand going forward? Thanks.",Alarmed
AZZ Inc.,AZZ,NYSE,2024-07-11,Stephen Volkmann,"Hi. Good morning, guys. Thank you. And maybe just sort of pull on the same thread a little bit. I'm just curious, as you think about your end market exposures, are there any -- it doesn't sound like this, David, but are there any end markets out there that are kind of choppy and giving you some concern for the rest of the year? Maybe there was some inventory stock or destock that we should keep in mind? Just anything that would keep you kind of conservative on the top line outlook?",Alarmed
"PriceSmart, Inc.",PSMT,NASDAQ,2024-07-11,Jon Braatz,"Most recently, the Colombian currency has weakened quite a bit, and I don't know if it will continue or not. But have you seen any change in consumer behavior in Colombia, and have you made any changes in pricing, like you did maybe a year-and-a-half ago, or is it too soon to do something like that?",Alarmed
"PriceSmart, Inc.",PSMT,NASDAQ,2024-07-11,Jon Braatz,"Well, it has weakened. It was at -- it's at COP4,000 now, and it was at COP3,600 or something like that. So, it's weakened a little bit.",Alarmed
"Delta Air Lines, Inc.",DAL,NYSE,2024-07-11,Ravi Shanker,"Understood. That's great color. And maybe a follow-up on the previous discussion on the premiumization of the industry. Kind of as the lower-cost carriers push towards premium, I just wanted to kind of clarify your comments. Are you saying that there is more opportunity for you guys to kind of push up kind of as the bottom comes up? And kind of do you have a sense of how high you can go? Or I mean, there is also some concern that as others premiumize, there is going to be more competition for a fixed set of premium demand. How do you see that playing out?",Alarmed
"Conagra Brands, Inc.",CAG,NYSE,2024-07-11,Max Gumport,"Great. Then on food service with volumes down 10% in the quarter, you called out the QSR weakness as well as some actions to eliminate a low profit business. I was just curious, if you could disaggregate for us the magnitude of each of those two impacts and also what you're seeing on the QSR side in terms of how that weakness could progress over the coming year. Thanks. I’ll leave you there.",Alarmed
"Conagra Brands, Inc.",CAG,NYSE,2024-07-11,Rob Dickerson,"Got it. Fair enough. And then just maybe quickly for Dave. I normally don't ask about impairments, but clearly called out this quarter and I think that some have been called out previously. While I understand changes in rates, what have you, like are there certain areas that we should just be aware of or certain brands that maybe have been driving a bit more of those impairments? And that's all. Thank you.",Alarmed
"Bassett Furniture Industries, Incorporated",BSET,NASDAQ,2024-07-11,Budd Bugatch,"And so, what would be -- what with the losses, is it still in that low-20%s or mid-20%s kind of range? Is that about where it works out?",Alarmed
"PepsiCo, Inc.",PEP,NASDAQ,2024-07-11,Peter Grom,"Thanks, operator. Good morning, everyone. So I was hoping to get some color on Latin America. Organic revenue was the weakest we've seen in some time here, and I think in the prepared remarks Brazil and Mexico seems solid. So just curious, kind of what drove the weakness in the quarter? And then, Ramon, just as we look ahead, you mentioned you still expect strong growth from international in the back half of the year. How does Latin America fit into that equation? Would you anticipate improvement, or should we expect more muted performance to continue? Thanks.",Alarmed
Northern Technologies International Corporation,NTIC,NASDAQ,2024-07-11,Gus Richard,"Yes, thanks for taking the questions. Just on ZERUST Industrial, that was down year-over-year. Is that a function of the weakness in Germany, or is there an end market exposure that's causing that to be down year-over-year?",Alarmed
"E2open Parent Holdings, Inc.",ETWO,NYSE,2024-07-11,Chris Quintero,"Hey, everyone, thanks for taking our questions here. I wanted to ask about the deal closure delays. It's great to see almost half of those already closed in June, but just curious to hear your thoughts and expectations for the rest of the year. Do you think these delays will continue throughout the year? Or do you think it was more of a one-time impact given Q1 is always a seasonally weak quarter?",Alarmed
"E2open Parent Holdings, Inc.",ETWO,NYSE,2024-07-11,Mark Schappel,"Hi, thank you for taking my question. Greg, in response to an earlier question around the slipped deals, you noted that you don't expect the deal delays to be an issue going forward. Just wondering if you could just provide additional color around what gives you this confidence. Was it because of slipped deals or just more of an internal execution issue rather than a macro concern? Maybe just provide additional color around that.",Alarmed
WD-40 Company,WDFC,NASDAQ,2024-07-11,Daniel Rizzo,"Good afternoon, and thanks for taking my questions. I may have missed this, but you mentioned the ERP rollout in the Americas and Asia. I was wondering, did it already occur in Europe or is that something that's going to be doing – you’re going to be doing over the next several quarters?",Alarmed
"Amylyx Pharmaceuticals, Inc.",AMLX,NASDAQ,2024-07-10,Michael DiFiore,"Okay. That's very helpful. And just two final questions for me. One is kind of a nitpick. Eiger's previous slides say the U.S. prevalence is 180,000. Why does that differ from your quoted prevalence of 160,000 prevalence in the U.S.? And my final question is just thoughts on the increasing use of more effective GLP-1s and how it may erode in the long-term that the number of bariatric surgeries performed annually? I mean we hear with these next-gen incretin therapies like [Cagri-Sema and GGG] kind of approaching bariatric surgeries like weight loss. Do you foresee the numbers of bariatric surgery procedures in the long-term, diminishing? And if so, how may that impact your outlook for this product?",Alarmed
Saratoga Investment Corp,SAR,NYSE,2024-07-10,Unidentified Analyst,"Thank you. Good morning everyone. Maybe first a follow-up on the fact that there were no new investment commitments in the quarter, and you mentioned that you didn't meet your standard. I was curious if you could provide a little coverage – little color to that in terms of leverage spread, covenants. And I'm curious at all it's all reflective of -- at all reflective of some weakening in the economy? Or are you seeing some potentially sectors that you are just wanting to avoid more? So I'm wondering if you could provide some on thoughts there.",Alarmed
"Kura Sushi USA, Inc.",KRUS,NASDAQ,2024-07-09,Todd Brooks,"Okay. And then, the final one for me. I know we're a little ways out, but we're starting to get over half a year of experience with the new loyalty program under our belts here. In past discussions, it's iterative. You've got to build the data set before you can really start to lever it. As you're looking towards what you can do with the tool to stimulate frequency, what you can better do maybe in specific markets with segmentation if you need to attack weakness in a market like California, and then maybe using the tool to better tie in or incent people against some of the IP partnerships, where are we in that journey that we start to look at loyalty as being a frequency driver going forward? Thanks.",Alarmed
Helen of Troy Limited,HELE,NASDAQ,2024-07-09,Susan Anderson,"Okay, got it. Yeah, that's helpful. And then maybe just in beauty, a follow-up there. You talked about softer consumer demand, I believe, in both tools and liquids now, which -- that's the first time I think I've heard you guys talk about it in liquids. So, it seemed like last quarter it was still -- the category was strong and, Noel, I think you mentioned too that, hair liquids is still a pretty strong industry. So I'm curious, I guess, how much of the softness you're seeing is industry wide versus maybe some other share losses with your brands there? And then just on Curlsmith, I guess, when do you expect those disruptions to be fixed? Thanks.",Alarmed
Byrna Technologies Inc.,BYRN,NASDAQ,2024-07-09,Jon Hickman,"Okay. And then, unless I missed it, you didn't mention the smaller launcher and when you like – are you still planning on having that out by the end of this fiscal year?",Alarmed
Indivior PLC,INDV,NASDAQ,2024-07-09,Max Herrmann,Thanks. Taking just a follow-up. I just wanted a point of clarification. Are you saying that 25% of lives in total under coverage will a loss from Medicaid? Or is it 25% of Medicaid covered lives? Just wanted a clarification on that.,Alarmed
"Constellation Brands, Inc.",STZ,NYSE,2024-07-03,Carlos Laboy,"Yes. Hello, everyone. You've been able to sustain pretty good profit margins or pretty stable profit margins here remarkably well despite the Mexican peso having appreciated very strongly in recent years, but that seems to have turned this quarter. If you were to enter a period of pace of weakness, can you speak to the sort of flexibility that this might give you or that would enter into your pricing strategy? And look, just to be transparent, the reason I'm asking is because in the 80s and 90s, we went through periods of peso weakness and you were able to successfully close price gaps with mainstream beer and the dividends of that are still coming through today. So if you could just speak to how you're thinking about this, it would be helpful.",Alarmed
"Constellation Brands, Inc.",STZ,NYSE,2024-07-03,Bryan Spillane,"Okay, thanks. And then just a follow up on some of the earlier conversations. Bill, the stock is down today because I think there's a concern about the tough comparisons in beer, maybe a little bit of election concern because of how the stock reacted when Trump was elected in 2016. So could you just give us a first -- or a perspective on how you think about the comps? I mean, the comps were the comps when you set your plan. So it's not like they're a surprise. So if you can give us a perspective on that and whether or not people should actually even be worried about the election and who wins or loses relative to FTC? It's a different…",Alarmed
"Constellation Brands, Inc.",STZ,NYSE,2024-07-03,Chris Carey,"Hey. Thank you very much. I'm going to follow up on Peter's question there around gross margins in beer specifically. Garth, can you maybe frame how the Q1 gross margin came in relative to your expectations on paper? It certainly looks like strong delivery specifically in the context of the rest of the year. And then just regarding the commentary around taking advantage of the weaker peso, does that give you more confidence on this fiscal year? And how much can you actually take advantage of for fiscal '26 at this point? Thanks.",Alarmed
"Constellation Brands, Inc.",STZ,NYSE,2024-07-03,Bonnie Herzog,"All right. Thank you. Good morning. I had a question on just marketing. Your outlook for marketing and advertising spend this year, it's below historical levels. And I guess there's some concern that you may be starving your brands. So could you touch on this and provide a little more color on the efficiencies you've gained and may continue to gain, how you're approaching investments this year? And I guess why you feel good about these investment levels? Thanks.",Alarmed
"Simulations Plus, Inc.",SLP,NASDAQ,2024-07-02,David Larsen,"Hi. Congrats on the revenue beat relative to our model this quarter. Can you maybe just clarify with the EPS guide, was that changed on an apples-to-apples basis relative to the June 12th commentary? Because I had thought that in fiscal 2Q, we were at $0.66 to $0.68, and then on June 12th, it declined by about $0.12 to $0.54 to $0.56 because of the lower interest income and the transaction costs. And now we're at, I think it's $0.46 to $0.48 GAAP, $0.54 to $0.56 adjusted. But if the $0.54 to $0.56 is adjusted and we're adding back the transaction costs, just -- was the EPS guide lowered or not? Just how are you thinking about that, please? Thank you.",Alarmed
"Radius Recycling, Inc.",RDUS,NASDAQ,2024-07-02,Martin Englert,The reported export ferrous price seemed a bit weak relative to the benchmark indices in the quarter? Can you maybe touch on in some more detail the markets you were selling into if you feel like you had to sell at maybe more competitive prices versus the benchmarks on average to secure volumes across the assets?,Alarmed
"MSC Industrial Direct Co., Inc.",MSM,NYSE,2024-07-02,Kenneth Newman,"Good morning. I just wanted to circle back to the sequentially stable ADS guide from 3Q to 4Q. Just to clarify, Erik, I mean, you did highlight some of the deterioration that we're seeing in the macro, whether it's ISM or this the MBI here earlier this week. What gives you confidence in that guide kind of being stable from 3Q to 4Q given some of those macro deterioration, is that primarily just reflecting the web price issues being fixed or is there something else there?",Alarmed
"MSC Industrial Direct Co., Inc.",MSM,NYSE,2024-07-02,Patrick Baumann,"Thanks. And then a couple, I guess, post-mortem questions for Erik, maybe just trying to understand timing of this stuff. I mean, it seemed from the outside that the core customer has been underperforming for a long time now. So maybe just help us understand why the website investment has been so stale for such a long period of time when it's, you've lagged leaders like Grainger on this front probably for many years, and then also looking back, why you didn't think you needed to address the web price issue when they did it back in 2017, when you clearly had exposure with the non-contract business within the company.",Alarmed
Polestar Automotive Holding UK PLC,PSNY,NASDAQ,2024-07-02,Tobias Beith,"All right. Understood. And proportionately, volume of Polestar 4 was twice impactful in the first quarter than it was in the fourth quarter of last year. But the gross margin before impairments seems to have remained negative. Are you able to discuss this for me and outline how it turns profitable?",Alarmed
"Winnebago Industries, Inc.",WGO,NYSE,2024-12-20,Fred Wightman,"Hey, guys. Good morning. I just wanted to contextualize the guidance. So, if we think about the first quarter, it came in below street numbers. It sounds like 2Q numbers need to come down based on Bryan's commentary, but the full-year is unchanged, right? So, did the street just have numbers wrong? Has the first-half been a little bit weaker than you guys sort of thought, but you're encouraged by some of those green shoots that Mike just mentioned? How should we sort of evaluate the setup of the year versus how you thought it would shape up at the start?",Alarmed
"Winnebago Industries, Inc.",WGO,NYSE,2024-12-20,Michael Albanese,"Got it. That's helpful. Thank you. And then just a clarifying question on Marine. Obviously, Barletta and Chris-Craft both taking share. Are unit -- I'm sorry if I missed this -- but are unit volumes positive across both brands or is one a bigger driver than the other? Obviously, Barletta is a bigger piece of the business, but…",Alarmed
BlackBerry Limited,BB,NYSE,2024-12-19,Daniel Chan,You mentioned that IoT's strength this quarter was partly driven by higher royalties. How do we reconcile the royalty strength relative to the weak macro backdrop?,Alarmed
BlackBerry Limited,BB,NYSE,2024-12-19,Daniel Chan,"Then on Cylance, you mentioned that you guys are keeping the tax losses there. How much tax losses, does it -- do you get to keep, and what's the opportunity to use those now that you're profitable?",Alarmed
FedEx Corporation,FDX,NYSE,2024-12-19,Scott Group,"Hey, thanks. Good afternoon. John, you said a couple of times that the post office headwind is bigger than the Cyber Week tailwind, but there's a lot more moving parts. And so maybe can you just clarify what you're trying to communicate around Q3 expectations? And then on the LTL spend, I just want to understand a couple of things. Why is it 18 months seems so long? And then as we do our math, is there any way to just think about if there's much, if any of the corporate unallocated costs that we should apply to LTL?",Alarmed
Scholastic Corporation,SCHL,NASDAQ,2024-12-19,Brendan McCarthy,"Great. Good afternoon, everybody. Thanks for taking my questions. I just wanted to start out at the segment margin level, specifically the Entertainment segment. Wonder if you could walk us through some of the dynamics and factors that drive margins in that new Entertainment segment and what kind of drove segment operating loss for this recent quarter?",Alarmed
FactSet Research Systems Inc.,FDS,NYSE,2024-12-19,Manav Patnaik,"Thank you. Helen, I think you made some remarks around just the pricing, packaging versus competition. I was hoping you just elaborate on that just in the context of it sounds like your gross pipelines are obviously really strong, but what exactly are you tweaking, I suppose to make the conversions better?",Alarmed
Lennar Corporation,LEN,NYSE,2024-12-19,Alan Ratner,"Hey, guys. Good morning, Thanks for all the detail. Definitely a lot going on right now, so appreciate that. Stuart, I guess I'd love to just hear your thoughts on kind of the consumer and the drivers that impacted the demand during the quarter. Obviously, rates moved in the wrong direction, and I think it certainly makes sense compared to where you guys were back in September, why things were a bit weaker than expected. But, if we look at the absolute mortgage rate in the high-6s, maybe hitting 7 in the quarter, it's not too dissimilar to what you were selling at in spring of 24' and a year ago. Yet it sounds like things were fairly meaningfully weaker from just an overall demand perspective. So, what do you attribute that to, is it seasonality? Is it the supply demand picture, given how many specs have been put on the ground, because it doesn't feel like things have changed that drastically in the economy to warrant a much softer picture at that type of rate environment?",Alarmed
Lennar Corporation,LEN,NYSE,2024-12-19,Stephen Kim,"I want to try to clean up a little bit if I can, on the gross margin. Stuart, I think you indicated that the backlog has gross margins that are kind of running closer to 20%. And I think I heard you say that you sort of thought that the number of, or the percentage of closings that you would get in 1Q that you have not yet sold or had not yet sold at the end of November was about half. So then that makes it easy. That sort of implies that your 19% gross margin in the first quarter, that implies that the stuff you're going to be selling here, over the coming weeks, you're sort of thinking is maybe an 18% gross margin. I think you also indicated though that 1Q has sort of a catch up in sales going on, because you missed your 4Q sales. So that might sort of suggest that, if you're trying to figure out what a steady state gross margin is, that 18% is probably a little lower, because you're actually sort of overselling, if you will, a little bit to make up for 4Q. Just want to make sure I'm thinking about that right, or if there's some other adjustment that we need to be thinking about.",Alarmed
Lennar Corporation,LEN,NYSE,2024-12-19,John Lovallo,"That's really helpful. And then just as a follow up, I just wanted to go back onto to an earlier question just to make sure I understand the strategy here. The 10% growth in delivery that target was out there pre Rausch. You guys have maintained that at the high end, including Rausch. So I guess, the question is, if it were not for Rausch, would you have lowered that target? Or conversely, is Rausch just giving you sort of the opportunity to not push pace quite as hard in the existing communities and still get that same volume at perhaps a higher margin?",Alarmed
Cintas Corporation,CTAS,NASDAQ,2024-12-19,Manav Patnaik,"Yes. Thank you. If I can just follow-up on that, the top line guide that you lowered by 40 basis points. It sounds like all you said all your expectations have kind of remained the same, but you still lowered it. So just curious is that -- can you just help us with why you lowered it by 40 bps? Maybe the catalog sales that were down, is that what it was? Just any color there would be helpful.",Alarmed
Cintas Corporation,CTAS,NASDAQ,2024-12-19,Shlomo Rosenbaum,"Okay. The reason I was asking is because there's a huge focus on kind of that tweaking of the guidance on the top end. The commentary about the pricing being a little bit tougher, just to dimensionalize it would be helpful to know how much we should be expecting in terms of incremental M&A. So that's where that question is coming from. But the second question, the follow-up I have, could you give a little bit more color on the growth of the targeted verticals? Specifically in the quarter, did some do better than others? Maybe just give us a little bit more detail in terms of how much of the growth is being driven by those verticals, some of them accelerating versus decelerating, just so we get a sense, as to how the efforts are progressing there?",Alarmed
"Worthington Steel, Inc.",WS,NYSE,2024-12-19,Phil Gibbs,"Geoff, the EBITDA per ton ex inventory holding gains and losses, I think was down about $26 a ton sequentially. Certainly not something we were expecting. I know you guys have been managing your profitability within a pretty tight range. What made it drop off so abruptly sequentially in particular? I know you did give some color, but what were the -- what were some of the biggest, I guess, impacts to that? And when should we expect you guys to get back to some of the levels we're more used to?",Alarmed
Enerpac Tool Group Corp.,EPAC,NYSE,2024-12-19,Tom Hayes,"Hey, Paul, I was just wondering, I think when we spoke on the fourth quarter and you called it out today, obviously, the industrial environment is a little bit weaker and continues to be weaker. I was just wondering, obviously you guys don't provide quarterly guidance, but did 1Q play out generally as you had expected. Is there anything maybe positive that you saw in the quarter besides pretty strong results?",Alarmed
Enerpac Tool Group Corp.,EPAC,NYSE,2024-12-19,Ross Sparenblek,"Apologies. Yeah, I was on mute. Forgive me, maybe I missed it, but anything on pricing within the U.S. in the quarter and kind of what you're seeing more globally?",Alarmed
Steelcase Inc.,SCS,NYSE,2024-12-19,Gregory Burns,"Okay. And then just lastly, when we look at the guide for the revenue guide for the fourth quarter and the third quarter results, we take them as a whole, like, I know there was some favorability in the third quarter in terms of timing of order shipments, so maybe that pulled forward some revenue. But when you look at the second half, is it coming in, in line with the expectations as a whole or is it still below expectations and you expect maybe heading into the year to build momentum as we head into ‘26? Like, how do we view the second half results and versus maybe what you guided to for 2026?",Alarmed
"Darden Restaurants, Inc.",DRI,NYSE,2024-12-19,David Palmer,"Thanks, good morning, guys. Wanted to ask a question on Olive Garden. I know you have a very good consumer insights team there. I wanted to ask you about what you're seeing with that brand, given the fact that the customer satisfaction levels are so high, sort of, comparable to the leaders in any segment. Olive Garden seems to be equal to that superiority in the Italian segment. I was wondering, why do you think the sales gap to the industry is not better? Is it -- and why is that not related to the advertising? I think a lot of people ask about that, the gap right now in your advertising spend to pre-COVID. I think it's down about a half. So any comments on that would be helpful.",Alarmed
"Darden Restaurants, Inc.",DRI,NYSE,2024-12-19,Danilo Gargiulo,"Great, Rick. And building on your comments, given the shift in not only political environment, but also the consumer sentiment, as you mentioned earlier. So in light of that, looking into 2025, what is the one item that you're most excited about? And what is the one item that you're watching more closely, because maybe you have some concerns about? Thank you.",Alarmed
"CarMax, Inc.",KMX,NYSE,2024-12-19,Chris Bottiglieri,"Yes, just wanted to and just go through the allowance a little bit more detail. Hopefully just give us a sense like, you know, what your -- I think in the past you've given like the expected loss on new originations and get a sense like what kind of led the cut to the allowance. Is it more just the remaining vote or are you cutting the provision on new originations as well?",Alarmed
"Lamb Weston Holdings, Inc.",LW,NYSE,2024-12-19,Tom Palmer,"Good morning. Thanks for the question. I just wanted to clarify on the customer losses that were not expected. To what extent was pricing the determinant of these losses? I know there was mention of in Asia some ERP challenges. So, I'm just trying to understand like if customer service was part of the consideration here with some of the lack of wins that were expected?",Alarmed
"Lamb Weston Holdings, Inc.",LW,NYSE,2024-12-19,Robert Moskow,Okay. And a quick follow-up. You lost another chain customer in North America. Is there any concerns about reputation risk from the missteps in calendar 2024? What are your customers saying about their willingness to trust Lamb Weston as a supplier?,Alarmed
"Micron Technology, Inc.",MU,NASDAQ,2024-12-18,Harlan Sur,"Hello. Thanks guys for hosting this call back. So I've got two questions. On the 100 basis point decline in gross margin in Q2, as you guys mentioned, it's almost all NAND related mixed, pricing, lower shipments. But qualitatively, like, what are you guys anticipating for DRAM pricing, where you talked about positive mix impacts, HVM, server DRAM, partially offset by weak commodity pricing. So I guess my question is, blended DRAM pricing up sequentially in Q2?",Alarmed
The Toro Company,TTC,NYSE,2024-12-18,David MacGregor,"Right. So I have a follow-up question, but I just want to clarify here. So you're saying that pull forward was not an issue here in terms of the strength in 4Q versus the weakness in 1Q?",Alarmed
HEICO Corporation,HEI,NYSE,2024-12-18,Louis Raffetto,"And then maybe, Carlos, for you. It looks like there was another small impairment and a contingency adjustment in the quarter. Just didn't know -- it looks like that actually may have negatively weighed. I don't know if that was in either or both segments or ran through corporate. Just any color there?",Alarmed
Organigram Global Inc.,OGI,NASDAQ,2024-12-18,Pablo Zuanic,"Thank you. That's very clear. Look, just shifting gear with the conservatives, I think up 20 points in the polls. What do we know about Poilievre's stance on cannabis? We are getting news on potential excise tax changes, but should we be concerned about big reversals coming in cannabis policy, the Conservatives take control of the government next year?",Alarmed
Jabil Inc.,JBL,NYSE,2024-12-18,George Wang,"Okay, great. And just a quick follow-up on the SiPho transceiver business. Obviously, you guys are gaining share heading to 800G, 1.60 potentially. And just concerning kind of the next generation design, potentially beyond the transceiver, you guys alluded to some share gains in the medium term just because of silicon photonics on the eventually go to CPO, maybe intermediate term, you have LPO/LRO. Can you talk about some of the upside for Jabil like the silicon photonics design kind of lead to further share gains just as we sort of we had looked beyond the pluggables?",Alarmed
Jabil Inc.,JBL,NYSE,2024-12-18,Melissa Fairbanks,"Hey, guys. Thanks so much. I'm not sure if Steve Borges is in the room. If not, I'll just put this out to the team. I wanted to see if we could go into a little more color on what you're seeing in auto and transport over the past earnings cycle, most recent earnings cycle. We've heard of some improvement in the China EV market from across the supply chain. It's also my understanding, you have some new programs coming in transport, like with buses. I'm just wondering about some of the moving parts there and what's incrementally weaker?",Alarmed
"General Mills, Inc.",GIS,NYSE,2024-12-18,Peter Galbo,"Hey, guys, good morning. Happy holidays. Thanks for the question. Dana, maybe just to pick-up on the back of Andrew's question there, I think I heard you say that the incremental investment in the back-half is targeted. I do think there's some concern this morning just that it's more broad-based. So, just wanted to clarify on that. And just the Part B of that question is really, how do you think about, is this enough? Obviously, you came into the year, you had certain plans, you're now accelerating that. How do you get confidence around the fact that the investments you're making now are going to be enough such that in three, six, nine months, we're not necessarily revisiting this again? Thanks very much.",Alarmed
"General Mills, Inc.",GIS,NYSE,2024-12-18,Tom Palmer,"Good morning. Thanks for the question. In past quarters, you've highlighted that your categories are growing 1% to 2%. And I think share losses was really the focus that needed to be mitigated. You gave some helpful commentary on the share loss side, but I wondered what you're seeing for aggregate category growth. Is that holding in to the extent that you anticipated? Are there things you can do, especially in categories where you're -- have quite large share to kind of simulate the category as a whole?",Alarmed
"Compass Minerals International, Inc.",CMP,NYSE,2024-12-17,Joel Jackson,"Hi, good morning. So, did you say one question or one plus one? Sorry I missed the instructions.",Alarmed
"Compass Minerals International, Inc.",CMP,NYSE,2024-12-17,Jeffery Cathey,"Yes, we use what we call sales to commitment calculation, and that number is sort of a moving average based on sort of past performance. And because we've really had two kind of weak -- one particularly weak winter, that number is much lower. So, when we look at what that means, that's really the answer that pops out when you look at it because it's basically using a different divisor in our calculation. So, that's really what it is. I will just say that we are very focused. The bidding season, of course, was competitive, but we're all about value over volume, and we think we've got great assets and we're not going to be chasing tons at any price, okay?",Alarmed
"Compass Minerals International, Inc.",CMP,NYSE,2024-12-17,Jeffery Cathey,"Yes, so I would say how the cash taxes play out will ultimately depend on kind of the mix. What I would say from the 2025 perspective is, you're right. Based on our base case guidance, we do anticipate delivering free cash flow this coming year. And then maybe I'll touch a little bit on the effective tax rate because it does look a little bit nonsensical, and I think you hit on it a little bit there. But to remind everyone, we have book losses on the U.S. side that are being offset by growing income in our foreign jurisdictions. And so, as that spread narrows and the aggregate book loss becomes closer and closer to zero, any increase in income tax from those foreign jurisdictions throws off a pretty nonsensical answer in the effective tax rate.",Alarmed
