company,ticker,exchange,date,analyst_name,question,label
Lennar Corporation,LEN,NYSE,2024-12-19,Alan Ratner,"Hey, guys. Good morning, Thanks for all the detail. Definitely a lot going on right now, so appreciate that. Stuart, I guess I'd love to just hear your thoughts on kind of the consumer and the drivers that impacted the demand during the quarter. Obviously, rates moved in the wrong direction, and I think it certainly makes sense compared to where you guys were back in September, why things were a bit weaker than expected. But, if we look at the absolute mortgage rate in the high-6s, maybe hitting 7 in the quarter, it's not too dissimilar to what you were selling at in spring of 24' and a year ago. Yet it sounds like things were fairly meaningfully weaker from just an overall demand perspective. So, what do you attribute that to, is it seasonality? Is it the supply demand picture, given how many specs have been put on the ground, because it doesn't feel like things have changed that drastically in the economy to warrant a much softer picture at that type of rate environment?",Alarmed
Cintas Corporation,CTAS,NASDAQ,2024-12-19,Manav Patnaik,"Yes. Thank you. If I can just follow-up on that, the top line guide that you lowered by 40 basis points. It sounds like all you said all your expectations have kind of remained the same, but you still lowered it. So just curious is that -- can you just help us with why you lowered it by 40 bps? Maybe the catalog sales that were down, is that what it was? Just any color there would be helpful.",Alarmed
"Worthington Steel, Inc.",WS,NYSE,2024-12-19,Phil Gibbs,"Geoff, the EBITDA per ton ex inventory holding gains and losses, I think was down about $26 a ton sequentially. Certainly not something we were expecting. I know you guys have been managing your profitability within a pretty tight range. What made it drop off so abruptly sequentially in particular? I know you did give some color, but what were the -- what were some of the biggest, I guess, impacts to that? And when should we expect you guys to get back to some of the levels we're more used to?",Alarmed
Quipt Home Medical Corp.,QIPT,NASDAQ,2024-12-17,Doug Cooper,"Okay. Just in terms of a broader question, you guys returned a bit of growth sequentially, but still looks like underperforming the market, certainly underperforming some of your peer groups. So, what do you need to do to get back to that historical? You just noted 8% to 10% growth. What needs to happen in the business to make that happen? Because obviously, you underperformed in 2024.",Alarmed
Cheetah Mobile Inc.,CMCM,NYSE,2024-12-17,Unidentified Analyst,"Since the beginning of this year, the company has been continuously reducing losses every quarter. May I ask what the subsequent pace and specific plan for reducing losses are? Is there a clear timetable for achieving profitability?",Alarmed
Quanex Building Products Corporation,NX,NYSE,2024-12-13,Adam Thalhimer,"Okay. And, George, you talked about sluggish demand over the holiday season and in the winter, I'm curious, what -- is that a continuation of the trends you've seen in fiscal year '24 or are you contemplating incremental weakness?",Alarmed
"Micron Technology, Inc.",MU,NASDAQ,2024-12-18,Harlan Sur,"Hello. Thanks guys for hosting this call back. So I've got two questions. On the 100 basis point decline in gross margin in Q2, as you guys mentioned, it's almost all NAND related mixed, pricing, lower shipments. But qualitatively, like, what are you guys anticipating for DRAM pricing, where you talked about positive mix impacts, HVM, server DRAM, partially offset by weak commodity pricing. So I guess my question is, blended DRAM pricing up sequentially in Q2?",Alarmed
The Toro Company,TTC,NYSE,2024-12-18,David MacGregor,"Right. So I have a follow-up question, but I just want to clarify here. So you're saying that pull forward was not an issue here in terms of the strength in 4Q versus the weakness in 1Q?",Alarmed
HEICO Corporation,HEI,NYSE,2024-12-18,Louis Raffetto,"And then maybe, Carlos, for you. It looks like there was another small impairment and a contingency adjustment in the quarter. Just didn't know -- it looks like that actually may have negatively weighed. I don't know if that was in either or both segments or ran through corporate. Just any color there?",Alarmed
Intel Corporation,INTC,NASDAQ,2024-12-12,Thomas O'Malley,"I think that's a very refreshing attitude. So next question is on the data center side for AI. So I think that one thing, I think there was a lot of debate about the last several years at Intel, but one area where I think that people pick up the most is the data center product, and particularly the Gaudi product line, and then the GPU as well. Can you just talk about, do you need a full reset here, or do you need to pivot in a different direction? Because when you see different iterations of product all have struggle, you feel as though like maybe we need to start from scratch. Is that the direction you're going to go in AI or are we going to keep kind of going down this path?",Alarmed
"MSC Industrial Direct Co., Inc.",MSM,NYSE,2024-07-02,Patrick Baumann,"Thanks. And then a couple, I guess, post-mortem questions for Erik, maybe just trying to understand timing of this stuff. I mean, it seemed from the outside that the core customer has been underperforming for a long time now. So maybe just help us understand why the website investment has been so stale for such a long period of time when it's, you've lagged leaders like Grainger on this front probably for many years, and then also looking back, why you didn't think you needed to address the web price issue when they did it back in 2017, when you clearly had exposure with the non-contract business within the company.",Alarmed
ON Semiconductor Corporation,ON,NASDAQ,2024-12-10,Joe Moore,"Yeah. Yeah. Okay. That's great to hear. So you mentioned the demand environment, I guess, it was around this conference last year that you guys started signaling weakness in autos, you were early to see that. I think the same was true in Industrial a year before that. You were the first ones to see that. So where are we now in that process of reducing customer inventories in automotive and obviously, there's good underlying organic growth in those markets, when do you sort of see us returning to that from a semiconductor perspective?",Alarmed
ON Semiconductor Corporation,ON,NASDAQ,2024-12-10,Joe Moore,And to what extent do you think that European weakness is a function of the success of your customers in China? Because it does seem like that's at least an element is that European luxury cars exported to China seems to be disappointing. And I know you have a good presence with the customers that are...,Alarmed
"Lamb Weston Holdings, Inc.",LW,NYSE,2024-12-19,Tom Palmer,"Good morning. Thanks for the question. I just wanted to clarify on the customer losses that were not expected. To what extent was pricing the determinant of these losses? I know there was mention of in Asia some ERP challenges. So, I'm just trying to understand like if customer service was part of the consideration here with some of the lack of wins that were expected?",Alarmed
"Lamb Weston Holdings, Inc.",LW,NYSE,2024-12-19,Robert Moskow,Okay. And a quick follow-up. You lost another chain customer in North America. Is there any concerns about reputation risk from the missteps in calendar 2024? What are your customers saying about their willingness to trust Lamb Weston as a supplier?,Alarmed
